label,x,y,plot_type,plot_num
Early_Cultivar,0.0,109139.34456836815,path,0
Early_Cultivar,0.13329962582312258,109139.34456836815,path,0
Early_Cultivar,0.15374143092933779,112262.7640419867,path,0
Early_Cultivar,0.17731803400231555,121928.56568853479,path,0
Early_Cultivar,0.20451016354139057,139396.0257477434,path,0
Early_Cultivar,0.23587226887018237,167236.22668264006,path,0
Early_Cultivar,0.2720438253950527,210088.54489187314,path,0
Early_Cultivar,0.31376237355102404,277537.07610681275,path,0
Early_Cultivar,0.36187855730013824,388278.02888821234,path,0
Early_Cultivar,0.4173734688182221,579333.9605000417,path,0
Early_Cultivar,0.48137865302937793,928079.8984749026,path,0
Early_Cultivar,0.5551991798819904,1250000.0,path,0
Early_Cultivar,0.6403402548114714,1250000.0,path,0
Early_Cultivar,0.7385379099788553,1250000.0,path,0
Early_Cultivar,0.8517944020816308,1250000.0,path,0
Early_Cultivar,0.9824190385005095,1250000.0,path,0
Early_Cultivar,1.1330752642299835,1250000.0,path,0
Early_Cultivar,1.3068349696983022,1250000.0,path,0
Early_Cultivar,1.507241126816904,1250000.0,path,0
Early_Cultivar,1.7383800304125274,1250000.0,path,0
Early_Cultivar,2.0049646180495735,1250000.0,path,0
Early_Cultivar,2.3124305671394136,1250000.0,path,0
Early_Cultivar,2.6670471287630924,1250000.0,path,0
Early_Cultivar,3.0760449581164093,1250000.0,path,0
Early_Cultivar,3.5477635480486005,1250000.0,path,0
Early_Cultivar,4.09182127187429,1250000.0,path,0
Early_Cultivar,4.7193115026429,1250000.0,path,0
Early_Cultivar,5.443028807750387,1250000.0,path,0
Early_Cultivar,6.277729831016486,1250000.0,path,0
Early_Cultivar,7.240434181630299,1250000.0,path,0
Early_Cultivar,8.3507714651097,1250000.0,path,0
Early_Cultivar,9.63138153225893,1250000.0,path,0
Early_Cultivar,11.10837610722711,1250000.0,path,0
Early_Cultivar,12.811871207294265,1250000.0,path,0
Early_Cultivar,14.776601210459903,1250000.0,path,0
Early_Cultivar,17.042627091712518,1250000.0,path,0
Early_Cultivar,19.656153268965017,1250000.0,path,0
Early_Cultivar,22.670469714198294,1250000.0,path,0
Early_Cultivar,26.147038539522104,1250000.0,path,0
Early_Cultivar,30.156747213714787,1250000.0,path,0
Early_Cultivar,34.78135396241002,1250000.0,path,0
Early_Cultivar,40.11515482373657,1108561.7901163746,path,0
Early_Cultivar,46.2669063507857,717613.8106661745,path,0
Early_Cultivar,53.36204316493738,462684.409931096,path,0
Early_Cultivar,61.54523557610382,297791.3229957562,path,0
Early_Cultivar,70.98333941993761,191753.01743920884,path,0
Early_Cultivar,81.8687982593802,123807.01955046598,path,0
Early_Cultivar,94.42356732166527,80332.47084584048,path,0
Early_Cultivar,108.90363918011349,52498.83612719507,path,0
Early_Cultivar,125.60426345967034,34633.05635654101,path,0
Early_Cultivar,144.86596699632747,23114.497548571737,path,0
Early_Cultivar,167.08149720187927,15642.295597443639,path,0
Early_Cultivar,192.70383020968157,10757.437042789381,path,0
Early_Cultivar,222.25540708803334,7534.9318824662005,path,0
Early_Cultivar,256.33878644818765,5387.433727579421,path,0
Early_Cultivar,295.6489306543739,3940.819501882661,path,0
Early_Cultivar,340.98737615246586,2955.7182895729593,path,0
Early_Cultivar,393.27857685124013,2278.144809527648,path,0
Early_Cultivar,453.5887537988507,1808.469987611834,path,0
Early_Cultivar,523.1476355006689,1481.9135772690834,path,0
Early_Cultivar,603.3735321650169,1256.278536232838,path,0
Early_Cultivar,695.9022551423207,1104.2575924182115,path,0
Early_Cultivar,802.6204712269715,1008.6631138787712,path,0
Early_Cultivar,925.704171918309,959.5841713149093,path,0
Early_Cultivar,1067.6630420315212,952.9082841010965,path,0
Early_Cultivar,1231.3916323373733,989.9656372162397,path,0
Early_Cultivar,1420.2283796442694,1078.1389370706759,path,0
Early_Cultivar,1638.0236777460625,1227.1936467019666,path,0
Early_Cultivar,1889.2183872066994,1447.8193149790072,path,0
Early_Cultivar,2178.934384801485,1755.2777072353429,path,0
Early_Cultivar,2513.0789989240056,2168.0775565202443,path,0
Early_Cultivar,2898.4654604035986,2705.008277551223,path,0
Early_Cultivar,3342.951824733581,3379.827176459129,path,0
Early_Cultivar,3855.6011983435833,4192.951144129302,path,0
Early_Cultivar,4446.866535940337,5120.493580952112,path,0
Early_Cultivar,5128.803776947015,6103.378619460898,path,0
Early_Cultivar,5915.317666907138,7072.412536836679,path,0
Early_Cultivar,6822.445276167781,7991.871311562326,path,0
Early_Cultivar,7868.682996806971,8839.422710277724,path,0
Early_Cultivar,9075.363685294084,9605.16319398572,path,0
Early_Cultivar,10467.091640847164,10292.050732060396,path,0
Early_Cultivar,12072.24428872489,10915.064693941093,path,0
Early_Cultivar,13923.550797808335,11499.761572027111,path,0
Early_Cultivar,16058.759430523896,12080.930466970025,path,0
Early_Cultivar,18521.407232416135,12701.99275011235,path,0
Early_Cultivar,21361.70775539195,13415.725515709928,path,0
Early_Cultivar,24637.574915372395,14286.90628204727,path,0
Early_Cultivar,28415.803860876797,15397.664641285102,path,0
Early_Cultivar,32773.43293052811,16853.404399794195,path,0
Early_Cultivar,37799.31446988394,18727.97797601477,path,0
Early_Cultivar,43595.92653665156,21048.435861717706,path,0
Early_Cultivar,50281.46243507658,23832.873755323606,path,0
Early_Cultivar,57992.24068525097,27080.869096746705,path,0
Early_Cultivar,66885.48456677287,30759.57566614499,path,0
Early_Cultivar,77142.52791183804,34788.17084967982,path,0
Early_Cultivar,88972.51251409805,39022.789950994316,path,0
Early_Cultivar,102616.65254369467,43245.653206091665,path,0
Early_Cultivar,118353.15292017617,47163.495484057166,path,0
Early_Cultivar,136502.88192924787,50420.92894366913,path,0
Early_Cultivar,157435.91374838454,52633.10485840444,path,0
Early_Cultivar,181579.07428383688,53438.2690727867,path,0
Improved_Cultivar,0.0,9115.668498061594,path,1
Improved_Cultivar,0.13735368967243114,9115.668498061594,path,1
Improved_Cultivar,0.1583986423445493,9464.967439984135,path,1
Improved_Cultivar,0.18266804449471186,10559.548295849087,path,1
Improved_Cultivar,0.21065593735923954,12594.147996976752,path,1
Improved_Cultivar,0.24293205780710372,15976.84783532096,path,1
Improved_Cultivar,0.2801534362155275,21476.282882927986,path,1
Improved_Cultivar,0.32307777134003507,30808.960008870952,path,1
Improved_Cultivar,0.3725788544451163,47775.317697684164,path,1
Improved_Cultivar,0.4296643566775565,81118.12492824285,path,1
Improved_Cultivar,0.49549634177194973,152738.9099317235,path,1
Improved_Cultivar,0.5714149216562391,318054.58654200344,path,1
Improved_Cultivar,0.658965536503766,708096.3238467603,path,1
Improved_Cultivar,0.7599304145594756,1250000.0,path,1
Improved_Cultivar,0.8763648521537447,1250000.0,path,1
Improved_Cultivar,1.0106390524396467,1250000.0,path,1
Improved_Cultivar,1.165486374545881,1250000.0,path,1
Improved_Cultivar,1.3440589753315726,1250000.0,path,1
Improved_Cultivar,1.5499919764169166,1250000.0,path,1
Improved_Cultivar,1.7874774627089098,1250000.0,path,1
Improved_Cultivar,2.0613498187766606,1250000.0,path,1
Improved_Cultivar,2.3771841402302134,1250000.0,path,1
Improved_Cultivar,2.7414097234188706,1250000.0,path,1
Improved_Cultivar,3.1614409437073405,1250000.0,path,1
Improved_Cultivar,3.645828186559627,1250000.0,path,1
Improved_Cultivar,4.204431903866413,1250000.0,path,1
Improved_Cultivar,4.848623338701759,1250000.0,path,1
Improved_Cultivar,5.591516004572297,1250000.0,path,1
Improved_Cultivar,6.448232631277044,1250000.0,path,1
Improved_Cultivar,7.43621301147408,1250000.0,path,1
Improved_Cultivar,8.5755690146472,1250000.0,path,1
Improved_Cultivar,9.889493995331257,1250000.0,path,1
Improved_Cultivar,11.404734929734188,1250000.0,path,1
Improved_Cultivar,13.152136891827125,1250000.0,path,1
Improved_Cultivar,15.167270952556166,1250000.0,path,1
Improved_Cultivar,17.491158284035738,1250000.0,path,1
Improved_Cultivar,20.171105208984944,1250000.0,path,1
Improved_Cultivar,23.261666194130505,1250000.0,path,1
Improved_Cultivar,26.825754390796902,1250000.0,path,1
Improved_Cultivar,30.935922329456236,1250000.0,path,1
Improved_Cultivar,35.67583883875703,1250000.0,path,1
Improved_Cultivar,41.14199225400418,1250000.0,path,1
